date,title,summary,topic,media,link
2022-08-13,Cierra julio con nueva reducción en solicitudes iniciales desempleo,"El mes de julio cerró con la segunda baja en semanas consecutivas de las solicitudes iniciales por desempleo, luego de tres semanas consecutivas de alzas.
Segú...",Top Stories,Noticel,https://www.noticel.com/top-stories/economia/20220813/cierra-julio-con-nueva-reduccion-en-solicitudes-iniciales-desempleo/
2022-08-13,Viruela símica: llamado en las escuelas es continuar con mascarilla y lavado de manos,"El lunes inician las clases en el sistema público de enseñanza y hay dos preocupaciones: el covid-19 y la viruela del mono. 
El secretario del Departamento de ...",Ahora,Noticel,https://www.noticel.com/ahora/top-stories/20220813/viruela-simica-llamado-en-las-escuelas-es-continuar-con-mascarilla-y-lavado-de-manos/
2022-08-13,Salud propone unificar legislación para manejar crisis de salud,"Unos 500 médicos se van de Puerto Rico anualmente desde el Huracán María, el salario del personal de salud no es suficiente y no hay recursos para retenerlos: ...",Salud,Noticel,https://www.noticel.com/salud/top-stories/20220813/salud-propone-unificar-legislacion-para-manejar-crisis-de-salud/
2022-08-12,Las Pinkin completan la barrida y destronan a las Criollas ,Terminó la espera para las Pinkin de Corozal al coronarse esta noche campeonas invictas de la Liga de Voleibol Superior Femenino (LVSF) al barrer la serie en c...,Deportes,Noticel,https://www.noticel.com/deportes/top-stories/20220812/las-pinkin-completan-la-barrida-y-destronan-a-las-criollas/
2022-08-12,Los Vaqueros se imponen en el tercer juego de la final del BSN,"Por segundo partido seguido el quinteto visitante tuvo opciones para ""robarse"" un juego, pero nuevamente, el equipo local remontó para defender su cancha y lle...",Deportes,Noticel,https://www.noticel.com/deportes/baloncesto/top-stories/20220812/los-vaqueros-se-imponen-en-el-tercer-juego-de-la-final-del-bsn/
2022-08-12,La Justicia autoriza a Idaho a prohibir casi todos los abortos,WASHINGTON - La Corte Suprema de Idaho (noroeste de Estados Unidos) falló este viernes a favor del Gobierno republicano del estado y permitió que se aplique un...,Mundo,Noticel,https://www.noticel.com/mundo/20220812/la-justicia-autoriza-a-idaho-a-prohibir-casi-todos-los-abortos/
2022-08-12,"Fernando Tatis Jr., sancionado con 80 partidos por dar positivo en un control antidopaje","El dominicano Fernando Tatis Jr., de los Padres de San Diego, fue sancionado este viernes con 80 partidos de suspensión por la MLB tras dar positivo en un cont...",MLB,Noticel,https://www.noticel.com/mlb/beisbol/deportes/20220812/fernando-tatis-jr-sancionado-con-80-partidos-por-dar-positivo-en-un-control-antidopaje/
2022-08-12,Carnival permitirá navegar en sus cruceros a no vacunados contra el Covid-19,"MIAMI - La compañía Carnival, el mayor operador de cruceros del mundo, anunció este viernes que a partir de septiembre próximo permitirá navegar en sus barcos ...",Mundo,Noticel,https://www.noticel.com/mundo/20220812/carnival-permitira-navegar-en-sus-cruceros-a-no-vacunados-contra-el-covid-19/
2022-08-13,Experto alerta sobre huracanes que podrían alcanzar mayor magnitud  ,Actualmente es cada vez más frecuente observar que los huracanes se intensifican rápidamente y la probabilidad de que cuando se forma uno de estos fenómenos ll...,Huracanes,Noticel,https://www.noticel.com/huracanes/el-tiempo/20220813/experto-alerta-sobre-huracanes-que-podrian-alcanzar-mayor-magnitud/
2022-08-13,Aumentan a 50 los casos de la viruela del mono en Puerto Rico,"El Departamento de Salud confirmó hoy, sábado, que los casos de viruela del mono aumentaron a 50 en Puerto Rico. 
Esta misma semana, eran 45 los que Salud habí...",Ahora,Noticel,https://www.noticel.com/article/20220813/aumentan-a-50-los-casos-de-la-viruela-del-mono-en-puerto-rico/
